sample_id,z1,z2,z3,z4,z5,z6
I3011.AG,0.35435056686401367,-0.5086398124694824,0.8577605485916138,-0.14928139746189117,-0.7962914705276489,0.7481124997138977
I3014.AG,0.34177154302597046,-0.6117969751358032,0.9275825619697571,-0.13443131744861603,-0.8223481178283691,0.7087178826332092
I3025.AG,0.23960097134113312,-0.5393753051757812,0.8624774217605591,-0.25001755356788635,-0.716799259185791,0.643314003944397
I3033.AG,0.25706249475479126,-0.5895882844924927,0.9785265326499939,-0.19818735122680664,-0.8548035025596619,0.7693865299224854
I3035.AG,0.2941039204597473,-0.5427290797233582,0.815346896648407,-0.16982585191726685,-0.8037697076797485,0.7363439798355103
I3037.AG,0.30487337708473206,-0.5493001937866211,0.9120121598243713,-0.16051208972930908,-0.7767183184623718,0.7394630312919617
I3039.AG,0.3624414801597595,-0.530867874622345,0.8722927570343018,-0.13012799620628357,-0.8369652628898621,0.7138617634773254
I3040.AG,0.29623717069625854,-0.5392603874206543,0.8917977213859558,-0.17639750242233276,-0.778340220451355,0.687309980392456
I3041.AG,0.29331111907958984,-0.6180615425109863,0.8216966986656189,-0.2693648338317871,-0.7662814259529114,0.7548646330833435
I3044.AG,0.2984233796596527,-0.4655246436595917,0.749286949634552,-0.169298455119133,-0.8116399049758911,0.8260781168937683
I3056.AG,0.32101893424987793,-0.5417440533638,0.9118714928627014,-0.14888785779476166,-0.795876145362854,0.7407089471817017
I3068.AG,0.3503996729850769,-0.5520563125610352,0.8984248042106628,-0.2678653597831726,-0.8389458656311035,0.7121737003326416
I3083.AG,0.3813125789165497,-0.5406346321105957,0.8915635943412781,-0.19844570755958557,-0.7676923871040344,0.778064489364624
I3085.AG,0.3232681453227997,-0.534760057926178,0.8722045421600342,-0.2594881057739258,-0.8053489327430725,0.8049442172050476
I3130.AG,0.40174174308776855,-0.5589525103569031,0.8912363648414612,-0.17381766438484192,-0.6928622126579285,0.7038776278495789
I3132.AG,0.2937243580818176,-0.49697259068489075,0.9562352895736694,-0.21519865095615387,-0.7950612306594849,0.6833804249763489
I3133.AG,0.25980907678604126,-0.5861905217170715,0.9752905964851379,-0.2553372383117676,-0.823489785194397,0.6790788769721985
I3134.AG,0.29608863592147827,-0.5623260140419006,0.8486089706420898,-0.321097195148468,-0.8186969757080078,0.7386326193809509
I3135.AG,0.3822031021118164,-0.5490788817405701,0.8328902721405029,-0.25758564472198486,-0.680465817451477,0.7505502104759216
I3136.AG,0.2598106563091278,-0.5404092073440552,0.8567672967910767,-0.2894043028354645,-0.7879509329795837,0.7949968576431274
I3137.AG,0.3431786298751831,-0.5810072422027588,0.855073094367981,-0.18614868819713593,-0.8014140129089355,0.7344620823860168
I3138.AG,0.3382878601551056,-0.4706220030784607,0.8086699843406677,-0.27180901169776917,-0.8267928957939148,0.7620992660522461
I3139.AG,0.21444974839687347,-0.5248525142669678,0.7833727598190308,-0.3409896790981293,-0.6818377375602722,0.7145093083381653
I3255.AG,0.33771276473999023,-0.5180405378341675,0.9442450404167175,-0.23254016041755676,-0.8118460774421692,0.8210322856903076
I3256.AG,0.309632271528244,-0.5019475817680359,0.8067315220832825,-0.23045548796653748,-0.7811511754989624,0.6588243246078491
I3269.AG,-0.5489559173583984,-0.07516980171203613,-0.24880145490169525,-3.683082103729248,-0.8015438914299011,0.2575984597206116
I3270.AG,-0.47847554087638855,-0.10865357518196106,-0.26419928669929504,-3.6989004611968994,-0.7783728241920471,0.18439128994941711
